gen_num,min_dist,max_dist,mean_dist,mean_dist_change,mean_verts
0,122.8,700.38,382.274,0,10.0
1,71.19,700.38,391.432,9.16,10.0
2,95.82,880.04,395.221,3.79,10.0
3,105.25,880.04,364.848,-30.37,10.0
4,55.89,880.04,381.05,16.2,10.0
5,110.17,880.04,399.967,18.92,10.0
6,119.57,880.04,430.07,30.1,11.0
7,212.28,880.04,356.676,-73.39,10.0
8,62.29,880.04,362.093,5.42,10.0
9,225.38,880.04,428.249,66.16,10.0
10,134.47,880.04,371.254,-57.0,10.0
11,237.5,880.04,331.146,-40.11,10.0
12,130.79,880.04,322.93,-8.22,10.0
13,197.35,880.04,327.903,4.97,10.0
14,219.6,880.04,333.967,6.06,9.0
15,196.77,880.04,320.255,-13.71,9.0
16,255.64,880.04,365.266,45.01,9.0
17,177.92,880.04,324.243,-41.02,9.0
18,227.82,880.04,340.658,16.42,9.0
19,225.42,880.04,336.662,-4.0,9.0
20,164.03,880.04,330.895,-5.77,9.0
21,158.32,880.04,323.263,-7.63,10.0
22,210.63,880.04,357.672,34.41,11.0
23,228.16,880.04,328.881,-28.79,11.0
24,89.03,880.04,323.067,-5.81,11.0
25,87.82,880.04,304.02,-19.05,11.0
26,232.83,880.04,349.285,45.27,11.0
27,156.54,880.04,312.068,-37.22,11.0
28,126.52,880.04,304.777,-7.29,11.0
29,32.96,2002.79,449.626,144.85,12.0
30,92.35,2002.79,420.033,-29.59,12.0
31,82.99,2002.79,388.456,-31.58,12.0
32,229.53,2002.79,445.58,57.12,11.0
33,112.77,2002.79,428.428,-17.15,12.0
34,75.66,2002.79,473.874,45.45,12.0
35,33.36,2002.79,459.512,-14.36,12.0
36,212.78,2002.79,512.159,52.65,12.0
37,199.45,2002.79,551.264,39.11,11.0
38,130.12,2002.79,471.455,-79.81,11.0
39,218.31,2002.79,514.408,42.95,11.0
40,162.76,2002.79,488.728,-25.68,11.0
41,254.47,2002.79,474.596,-14.13,11.0
42,106.96,2002.79,466.992,-7.6,11.0
43,240.43,2002.79,491.289,24.3,11.0
44,299.74,2002.79,501.671,10.38,11.0
45,224.81,2002.79,494.126,-7.55,11.0
46,159.53,2002.79,483.286,-10.84,12.0
47,279.02,2002.79,504.053,20.77,11.0
48,242.92,2002.79,523.076,19.02,12.0
49,321.5,2002.79,564.902,41.83,13.0
50,317.89,2002.79,543.883,-21.02,12.0
51,269.47,2002.79,570.453,26.57,13.0
52,284.49,2002.79,553.656,-16.8,12.0
53,336.97,2002.79,531.587,-22.07,12.0
54,266.66,2002.79,550.301,18.71,12.0
55,283.13,2002.79,517.469,-32.83,11.0
56,256.0,2002.79,530.659,13.19,11.0
57,275.7,2002.79,512.269,-18.39,11.0
58,348.6,2002.79,545.666,33.4,11.0
59,323.16,2002.79,527.818,-17.85,11.0
60,218.9,2002.79,530.689,2.87,11.0
61,181.54,2002.79,555.872,25.18,11.0
62,254.0,2002.79,531.61,-24.26,12.0
63,292.6,2002.79,538.903,7.29,12.0
64,300.07,2002.79,534.102,-4.8,12.0
65,223.42,2002.79,506.694,-27.41,12.0
66,271.79,2002.79,495.251,-11.44,13.0
67,271.31,2002.79,474.422,-20.83,13.0
68,236.04,2002.79,480.537,6.11,13.0
69,236.23,2002.79,533.026,52.49,14.0
70,196.1,2002.79,506.859,-26.17,13.0
71,157.24,2002.79,518.146,11.29,13.0
72,97.69,2002.79,480.887,-37.26,13.0
73,255.96,2002.79,535.139,54.25,12.0
74,52.29,2002.79,465.204,-69.94,12.0
75,222.97,2002.79,539.157,73.95,12.0
76,226.19,2002.79,533.065,-6.09,12.0
77,368.08,2002.79,526.33,-6.74,12.0
78,352.65,2002.79,551.27,24.94,12.0
79,338.25,2002.79,545.858,-5.41,12.0
80,307.42,2002.79,524.292,-21.57,12.0
81,336.18,2002.79,511.259,-13.03,12.0
82,375.64,2002.79,547.535,36.28,12.0
83,130.02,2002.79,484.194,-63.34,13.0
84,218.75,2002.79,510.624,26.43,12.0
85,242.34,2002.79,516.25,5.63,12.0
86,178.71,2002.79,492.303,-23.95,13.0
87,239.62,2002.79,509.79,17.49,13.0
88,266.71,2002.79,544.28,34.49,12.0
89,89.11,2002.79,492.936,-51.34,12.0
90,153.24,2002.79,497.02,4.08,13.0
91,299.77,2002.79,525.777,28.76,13.0
92,250.39,2002.79,500.807,-24.97,13.0
93,162.6,2002.79,518.436,17.63,14.0
94,334.87,2002.79,540.028,21.59,13.0
95,334.41,2002.79,530.74,-9.29,13.0
96,180.56,2002.79,480.293,-50.45,14.0
97,279.51,2002.79,537.218,56.92,14.0
98,278.24,2002.79,500.067,-37.15,14.0
99,335.84,2002.79,547.201,47.13,14.0
